Project Name,Address,Area (sqm),Type of Area,Transacted Price ($),Unit Price ($ psm),Unit Price ($ psf),Contract Date,Property Type,Tenure,Type of Sale,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
BOAT QUAY CONSERVATION AREA,17/19 South Bridge Road ,87,Land,3950000,45195,4199,25-OCT-2012,Shop House,999 Yrs From 28/06/1826,Resale,01,05,058659,Central Region,Singapore River
PEOPLE'S PARK COMPLEX,1 Park Road  #01-80 ,30,Strata,2550000,85000,7897,29-OCT-2012,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
PEOPLE'S PARK COMPLEX,1 Park Road  #02-37B ,184,Strata,3750000,20380,1893,29-OCT-2012,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
TELOK AYER CONSERVATION AREA,92 Amoy Street ,176,Land,9088800,51670,4800,02-NOV-2012,Shop House,999 Yrs From 01/10/1827,Resale,01,06,069911,Central Region,Outram
BOAT QUAY CONSERVATION AREA,13/15 South Bridge Road ,113,Land,4500000,39788,3696,08-NOV-2012,Shop House,999 Yrs From 28/06/1826,Resale,01,05,058657,Central Region,Singapore River
N.A.,12 Upper Circular Road ,164,Land,5000000,30469,2831,08-NOV-2012,Shop House,99 Yrs From 01/05/1941,Resale,01,05,058410,Central Region,Singapore River
FOOK HAI BUILDING,150 South Bridge Road  #02-25 ,26,Strata,398000,15308,1422,14-NOV-2012,Retail,99 Yrs From 18/01/1972,Resale,01,05,058727,Central Region,Outram
TELOK AYER CONSERVATION AREA,8 Stanley Street ,129,Land,8400000,65167,6054,19-NOV-2012,Shop House,Freehold,Resale,01,06,068727,Central Region,Outram
OXLEY TOWER,138 Robinson Road  #02-08 ,16,Strata,911600,56975,5293,03-DEC-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
SHENTON HOUSE,3 Shenton Way  #01-03 ,75,Strata,2300000,30667,2849,07-DEC-2012,Retail,99 Yrs From 02/06/1969,Resale,01,06,068805,Central Region,Downtown Core
KRETA AYER CONSERVATION AREA,38/38A/38B Mosque Street ,109,Land,6100000,55912,5194,12-DEC-2012,Shop House,Freehold,Resale,01,05,059516,Central Region,Outram
OXLEY TOWER,138 Robinson Road  #04-02 ,686,Strata,12000000,17493,1625,17-DEC-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #20-01 ,281,Strata,9000000,32028,2976,17-DEC-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #B1-17C ,35,Strata,1010000,28857,2681,18-DEC-2012,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
OXLEY TOWER,138 Robinson Road  #04-01 ,675,Strata,9088000,13464,1251,20-DEC-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
N.A.,10/10A/12/12A Gemmill Lane ,217,Land,7007000,32320,3003,28-DEC-2012,Shop House,99 Yrs From 15/01/1996,Resale,01,06,069251,Central Region,Outram
PEOPLE'S PARK COMPLEX,1 Park Road  #02-57 ,19,Strata,650000,34211,3178,04-JAN-2013,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
N.A.,2/4 Gemmill Lane ,126,Land,5550000,43908,4079,08-JAN-2013,Shop House,99 Yrs From 10/01/1996,Resale,01,06,069247,Central Region,Outram
TELOK AYER CONSERVATION AREA,74 Amoy Street ,211,Land,10000000,47304,4395,10-JAN-2013,Shop House,999 Yrs From 01/10/1827,Resale,01,06,069893,Central Region,Outram
N.A.,15/16/18 North Canal Road/Lorong Telok  ,279,Land,16080000,57655,5356,15-JAN-2013,Shop House,999 Yrs From 11/06/1827,Resale,01,04,049030,Central Region,Singapore River
TELOK AYER CONSERVATION AREA,77 Amoy Street ,258,Land,14441205,56061,5208,16-JAN-2013,Shop House,999 Yrs From 01/10/1827,Resale,01,06,069896,Central Region,Outram
BOAT QUAY CONSERVATION AREA,57 South Bridge Road ,127,Land,5500000,43239,4017,21-JAN-2013,Shop House,999 Yrs From 10/08/1831,Resale,01,05,058688,Central Region,Singapore River
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #01-01 ,41,Strata,2050000,50000,4645,22-JAN-2013,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
BOAT QUAY CONSERVATION AREA,51 South Bridge Road ,130,Land,5080000,39228,3644,25-JAN-2013,Shop House,999 Yrs From 10/08/1831,Resale,01,05,058683,Central Region,Singapore River
N.A.,32 North Canal Road ,150,Land,6000000,39973,3714,31-JAN-2013,Shop House,99 Yrs From 01/01/1948,Resale,01,05,059288,Central Region,Singapore River
PEOPLE'S PARK COMPLEX,1 Park Road  #01-66 ,27,Strata,3200000,118519,11011,04-FEB-2013,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
OXLEY TOWER,138 Robinson Road  #02-32 ,19,Strata,1550000,81579,7579,07-FEB-2013,Retail,Freehold,Sub Sale,01,06,068906,Central Region,Downtown Core
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #01-39 ,41,Strata,1900000,46341,4305,08-FEB-2013,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
TELOK AYER CONSERVATION AREA,198 Telok Ayer Street ,154,Land,6500000,42290,3929,08-FEB-2013,Shop House,999 Yrs From 15/09/1829,Resale,01,06,068637,Central Region,Outram
PEOPLE'S PARK COMPLEX,1 Park Road  #02-40 ,22,Strata,1600000,72727,6757,13-FEB-2013,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
OXLEY TOWER,138 Robinson Road  #03-54 ,17,Strata,960000,56471,5246,14-FEB-2013,Retail,Freehold,Sub Sale,01,06,068906,Central Region,Downtown Core
NGUANG BUILDING,34/34A/34B/34C South Bridge Road ,118,Land,6500000,54992,5109,22-FEB-2013,Shop House,99 Yrs From 01/11/1947,Resale,01,05,058668,Central Region,Singapore River
SHENTON HOUSE,3 Shenton Way  #02-12 ,66,Strata,1299999,19697,1830,06-MAR-2013,Retail,99 Yrs From 02/06/1969,Resale,01,06,068805,Central Region,Downtown Core
TELOK AYER CONSERVATION AREA,64 Club Street ,209,Land,12980000,62105,5770,08-MAR-2013,Shop House,999 Yrs From 01/10/1827,Resale,01,06,069438,Central Region,Outram
KRETA AYER CONSERVATION AREA,16 Smith Street ,100,Land,7500000,75301,6996,13-MAR-2013,Shop House,Freehold,Resale,01,05,058930,Central Region,Outram
OXLEY TOWER,138 Robinson Road  #03-63 ,13,Strata,644000,49538,4602,30-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-45 ,12,Strata,593400,49450,4594,30-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-30 ,34,Strata,1390800,40906,3800,30-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-28 ,13,Strata,630000,48462,4502,30-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-03 ,11,Strata,625400,56855,5282,30-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #02-32 ,19,Strata,1189000,62579,5814,30-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-22 ,26,Strata,1176000,45231,4202,30-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-44 ,12,Strata,593400,49450,4594,30-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #02-53 ,17,Strata,915000,53824,5000,30-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #02-46 ,16,Strata,860000,53750,4993,02-MAY-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-64 ,13,Strata,686000,52769,4902,02-MAY-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-49 ,18,Strata,795400,44189,4105,02-MAY-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #02-14 ,34,Strata,1830000,53824,5000,02-MAY-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #02-56 ,17,Strata,969900,57053,5300,02-MAY-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
BOAT QUAY CONSERVATION AREA,14 Circular Road ,100,Land,5000000,49900,4636,02-MAY-2012,Shop House,999 Yrs From 28/06/1826,Resale,01,04,049370,Central Region,Singapore River
OXLEY TOWER,138 Robinson Road  #02-54 ,18,Strata,970000,53889,5006,02-MAY-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-23 ,34,Strata,1464000,43059,4000,02-MAY-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-42 ,22,Strata,995400,45245,4203,02-MAY-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #19-01 ,283,Strata,8888000,31406,2918,02-MAY-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #02-40 ,15,Strata,949900,63327,5883,02-MAY-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #02-12 ,18,Strata,1028200,57122,5307,02-MAY-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #02-23 ,18,Strata,970000,53889,5006,02-MAY-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-20 ,18,Strata,934110,51895,4821,02-MAY-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-39 ,18,Strata,814800,45267,4205,02-MAY-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-37 ,18,Strata,795400,44189,4105,02-MAY-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #02-30 ,18,Strata,1028200,57122,5307,02-MAY-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-60 ,14,Strata,709700,50693,4709,02-MAY-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #02-27 ,17,Strata,933300,54900,5100,02-MAY-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #02-18 ,13,Strata,861350,66258,6155,02-MAY-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-09 ,27,Strata,1396800,51733,4806,02-MAY-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #02-19 ,13,Strata,770000,59231,5503,02-MAY-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-32 ,18,Strata,795400,44189,4105,02-MAY-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-34 ,21,Strata,904000,43048,3999,03-MAY-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-48 ,18,Strata,795400,44189,4105,03-MAY-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-33 ,21,Strata,904000,43048,3999,03-MAY-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #02-52 ,18,Strata,1028200,57122,5307,03-MAY-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-31 ,18,Strata,795400,44189,4105,03-MAY-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-40 ,20,Strata,903000,45150,4195,03-MAY-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #01-07 ,46,Strata,3465000,75326,6998,03-MAY-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #01-05 ,58,Strata,4430400,76386,7096,03-MAY-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #02-13 ,26,Strata,1456000,56000,5203,03-MAY-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #02-11 ,18,Strata,1028200,57122,5307,04-MAY-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #01-02 ,56,Strata,3859200,68914,6402,04-MAY-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
TELOK AYER CONSERVATION AREA,73 Amoy Street ,206,Land,8500000,41222,3830,04-MAY-2012,Shop House,999 Yrs From 01/10/1827,Resale,01,06,069892,Central Region,Outram
OXLEY TOWER,138 Robinson Road  #03-47 ,16,Strata,756800,47300,4394,04-MAY-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #02-52 ,18,Strata,1065000,59167,5497,07-MAY-2012,Retail,Freehold,Sub Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #01-04 ,58,Strata,4056000,69931,6497,14-MAY-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
KRETA AYER CONSERVATION AREA,274 South Bridge Road ,118,Land,4000000,33927,3152,15-MAY-2012,Shop House,99 Yrs From 21/06/1991,Resale,01,05,058823,Central Region,Outram
TELOK AYER CONSERVATION AREA,92 Amoy Street ,176,Land,5900000,33542,3116,15-MAY-2012,Shop House,999 Yrs From 01/10/1827,Resale,01,06,069911,Central Region,Outram
KRETA AYER CONSERVATION AREA,54 Smith Street ,102,Land,5500000,53816,5000,17-MAY-2012,Shop House,Freehold,Resale,01,05,058960,Central Region,Outram
OXLEY TOWER,138 Robinson Road  #03-51 ,11,Strata,650000,59091,5490,18-MAY-2012,Retail,Freehold,Sub Sale,01,06,068906,Central Region,Downtown Core
TELOK AYER CONSERVATION AREA,97 Amoy Street ,189,Land,8750000,46272,4299,25-MAY-2012,Shop House,999 Yrs From 01/10/1827,Resale,01,06,069917,Central Region,Outram
OXLEY TOWER,138 Robinson Road  #02-29 ,21,Strata,1152600,54886,5099,25-MAY-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-27 ,15,Strata,760000,50667,4707,28-MAY-2012,Retail,Freehold,Sub Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-05 ,12,Strata,751000,62583,5814,28-MAY-2012,Retail,Freehold,Sub Sale,01,06,068906,Central Region,Downtown Core
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #B1-43 ,33,Strata,635000,19242,1788,28-MAY-2012,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
OXLEY TOWER,138 Robinson Road  #03-61 ,13,Strata,780000,60000,5574,04-JUN-2012,Retail,Freehold,Sub Sale,01,06,068906,Central Region,Downtown Core
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #B1-17G ,35,Strata,653000,18657,1733,08-JUN-2012,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #03-41 ,32,Strata,510000,15938,1481,12-JUN-2012,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
PEOPLE'S PARK COMPLEX,1 Park Road  #02-117 ,32,Strata,1040000,32500,3019,15-JUN-2012,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
TELOK AYER CONSERVATION AREA,56/58 South Bridge Road ,283,Land,9700000,34288,3185,20-JUN-2012,Shop House,99 Yrs From 01/10/1951,Resale,01,05,058689,Central Region,Singapore River
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #03-75 ,38,Strata,730000,19211,1785,21-JUN-2012,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
OXLEY TOWER,138 Robinson Road  #03-46 ,12,Strata,745000,62083,5768,22-JUN-2012,Retail,Freehold,Sub Sale,01,06,068906,Central Region,Downtown Core
PEARLS CENTRE,100 Eu Tong Sen Street  #04-06 ,52,Strata,680000,13077,1215,25-JUN-2012,Retail,99 Yrs From 15/10/1969,Resale,01,05,059812,Central Region,Outram
OXLEY TOWER,138 Robinson Road  #02-03 ,18,Strata,1086400,60356,5607,17-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #02-16 ,15,Strata,853300,56887,5285,18-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #02-22 ,18,Strata,970000,53889,5006,18-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-46 ,12,Strata,593400,49450,4594,18-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-53 ,18,Strata,834200,46344,4306,19-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-14 ,19,Strata,922500,48553,4511,19-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #02-38 ,15,Strata,949900,63327,5883,20-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #02-45 ,12,Strata,696600,58050,5393,23-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-08 ,19,Strata,1045500,55026,5112,23-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-54 ,17,Strata,750300,44135,4100,23-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-41 ,23,Strata,1091200,47443,4408,23-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-19 ,18,Strata,873000,48500,4506,23-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-57 ,18,Strata,834200,46344,4306,23-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #02-34 ,24,Strata,1419000,59125,5493,24-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-18 ,17,Strata,823500,48441,4500,24-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-01 ,24,Strata,1290000,53750,4993,24-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #02-36 ,14,Strata,890900,63636,5912,25-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #02-02 ,14,Strata,1300000,92857,8627,25-APR-2012,Retail,Freehold,Sub Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #02-06 ,20,Strata,1118000,55900,5193,25-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-59 ,21,Strata,858800,40895,3799,25-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-15 ,20,Strata,967500,48375,4494,25-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #02-31 ,19,Strata,1127500,59342,5513,26-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-55 ,18,Strata,795400,44189,4105,26-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #02-24 ,21,Strata,1130000,53810,4999,26-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-35 ,18,Strata,795400,44189,4105,26-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-17 ,15,Strata,740600,49373,4587,26-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #02-25 ,21,Strata,1130000,53810,4999,26-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-21 ,18,Strata,873000,48500,4506,26-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-51 ,11,Strata,519200,47200,4385,26-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #02-39 ,15,Strata,949900,63327,5883,26-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #02-28 ,17,Strata,933300,54900,5100,26-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #02-07 ,18,Strata,1008800,56044,5207,26-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-62 ,13,Strata,644000,49538,4602,26-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-06 ,23,Strata,1296200,56357,5236,26-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #02-47 ,18,Strata,1028200,57122,5307,27-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #02-44 ,12,Strata,696600,58050,5393,27-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
THE RIVERWALK,20 Upper Circular Road  #01-07 ,24,Strata,533000,22208,2063,27-APR-2012,Retail,99 Yrs From 15/12/1980,Resale,01,05,058416,Central Region,Singapore River
OXLEY TOWER,138 Robinson Road  #02-55 ,18,Strata,970000,53889,5006,27-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-24 ,14,Strata,664400,47457,4409,27-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-26 ,15,Strata,692300,46153,4288,27-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #02-57 ,38,Strata,1840500,48434,4500,27-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #02-43 ,13,Strata,770000,59231,5503,27-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #02-51 ,11,Strata,649000,59000,5481,27-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-12 ,18,Strata,873000,48500,4506,27-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-58 ,17,Strata,695400,40906,3800,27-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #02-33 ,24,Strata,1419000,59125,5493,27-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-61 ,13,Strata,644000,49538,4602,27-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #02-41 ,22,Strata,1303500,59250,5504,27-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #01-06 ,44,Strata,3318000,75409,7006,27-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-07 ,11,Strata,613600,55782,5182,27-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-05 ,12,Strata,670800,55900,5193,27-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #02-42 ,21,Strata,1197800,57038,5299,27-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-27 ,15,Strata,692300,46153,4288,27-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-56 ,19,Strata,820000,43158,4009,30-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #02-04 ,16,Strata,963200,60200,5593,30-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #02-26 ,17,Strata,933300,54900,5100,30-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-29 ,21,Strata,904000,43048,3999,30-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
ROBINSON SQUARE,144 Robinson Road  #02-01 ,127,Strata,4101000,32291,3000,30-APR-2012,Retail,Freehold,New Sale,01,06,068908,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #01-03 ,75,Strata,5084100,67788,6298,30-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #03-02 ,19,Strata,1025000,53947,5012,30-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #03-72 ,38,Strata,730000,19211,1785,30-APR-2012,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
OXLEY TOWER,138 Robinson Road  #02-35 ,14,Strata,906000,64714,6012,30-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
OXLEY TOWER,138 Robinson Road  #02-10 ,18,Strata,1028200,57122,5307,30-APR-2012,Retail,Freehold,New Sale,01,06,068906,Central Region,Downtown Core
